danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,Artist,Song
0.797,0.819,9,-4.351,0,0.12,0.0371,3.42e-05,0.0773,0.581,124.022,audio_features,3WVcoF2oKbUPCxyjIkYyHs,spotify:track:3WVcoF2oKbUPCxyjIkYyHs,https://api.spotify.com/v1/tracks/3WVcoF2oKbUPCxyjIkYyHs,https://api.spotify.com/v1/audio-analysis/3WVcoF2oKbUPCxyjIkYyHs,214987,4,"Dua Lipa
",One Kiss
0.588,0.67,0,-6.439,1,0.0473,0.0104,3.33e-06,0.338,0.505,118.159,audio_features,2pRQRG07s3q8amlmjOwPcg,spotify:track:2pRQRG07s3q8amlmjOwPcg,https://api.spotify.com/v1/tracks/2pRQRG07s3q8amlmjOwPcg,https://api.spotify.com/v1/audio-analysis/2pRQRG07s3q8amlmjOwPcg,238161,4,"Dua Lipa
",Electricity
0.568,0.525,1,-7.789,0,0.0594,0.0791,0.0,0.273,0.203,137.846,audio_features,34fyYYMNkz2WlzGnPePCg9,spotify:track:34fyYYMNkz2WlzGnPePCg9,https://api.spotify.com/v1/tracks/34fyYYMNkz2WlzGnPePCg9,https://api.spotify.com/v1/audio-analysis/34fyYYMNkz2WlzGnPePCg9,221427,4,"Dua Lipa
",Scared to Be Lonely
0.74,0.872,7,-3.482,1,0.12,0.0441,0.0,0.26,0.467,102.019,audio_features,2BY0p8sKIMmRuVjUTasf9G,spotify:track:2BY0p8sKIMmRuVjUTasf9G,https://api.spotify.com/v1/tracks/2BY0p8sKIMmRuVjUTasf9G,https://api.spotify.com/v1/audio-analysis/2BY0p8sKIMmRuVjUTasf9G,221400,4,"Dua Lipa
",No Lie (feat. Dua Lipa)
0.539,0.859,9,-6.427,0,0.0549,0.0117,0.0,0.372,0.484,115.9,audio_features,3zUdQ1EJtqr1BaHCYSzLTa,spotify:track:3zUdQ1EJtqr1BaHCYSzLTa,https://api.spotify.com/v1/tracks/3zUdQ1EJtqr1BaHCYSzLTa,https://api.spotify.com/v1/audio-analysis/3zUdQ1EJtqr1BaHCYSzLTa,275101,4,"Dua Lipa
",New Rules - Live
0.645,0.779,2,-3.822,1,0.0553,0.000459,0.0,0.109,0.419,117.128,audio_features,2bNw3ZXZ7yZwABD6jRERJj,spotify:track:2bNw3ZXZ7yZwABD6jRERJj,https://api.spotify.com/v1/tracks/2bNw3ZXZ7yZwABD6jRERJj,https://api.spotify.com/v1/audio-analysis/2bNw3ZXZ7yZwABD6jRERJj,203747,4,"Dua Lipa
",Lost In Your Light
0.594,0.644,7,-3.832,0,0.0572,0.126,1.05e-05,0.0593,0.398,174.906,audio_features,4htIbhPqRnbHdWPrZlXx5M,spotify:track:4htIbhPqRnbHdWPrZlXx5M,https://api.spotify.com/v1/tracks/4htIbhPqRnbHdWPrZlXx5M,https://api.spotify.com/v1/audio-analysis/4htIbhPqRnbHdWPrZlXx5M,204840,4,"Dua Lipa
",Be The One
0.566,0.488,9,-5.786,1,0.0343,0.397,1.66e-05,0.179,0.357,75.933,audio_features,1tQCe6mu2dT57OejEFARhy,spotify:track:1tQCe6mu2dT57OejEFARhy,https://api.spotify.com/v1/tracks/1tQCe6mu2dT57OejEFARhy,https://api.spotify.com/v1/audio-analysis/1tQCe6mu2dT57OejEFARhy,210720,4,"Dua Lipa
",Room For 2
0.678,0.729,8,-4.188,1,0.137,0.0658,0.0,0.303,0.643,99.895,audio_features,0UFm20Nq9Si8dynAEFsUQ3,spotify:track:0UFm20Nq9Si8dynAEFsUQ3,https://api.spotify.com/v1/tracks/0UFm20Nq9Si8dynAEFsUQ3,https://api.spotify.com/v1/audio-analysis/0UFm20Nq9Si8dynAEFsUQ3,189173,4,"Dua Lipa
",Kiss And Make Up
0.797,0.819,9,-4.351,0,0.12,0.0371,3.42e-05,0.0773,0.581,124.022,audio_features,4pO2sqvptJF4eEl8ksF1M4,spotify:track:4pO2sqvptJF4eEl8ksF1M4,https://api.spotify.com/v1/tracks/4pO2sqvptJF4eEl8ksF1M4,https://api.spotify.com/v1/audio-analysis/4pO2sqvptJF4eEl8ksF1M4,214987,4,"Dua Lipa
",One Kiss (with Dua Lipa)
0.575,0.656,0,-6.764,1,0.0443,0.0128,5.42e-06,0.0993,0.509,118.104,audio_features,7EJQtFlRZr3du4winFgP9Y,spotify:track:7EJQtFlRZr3du4winFgP9Y,https://api.spotify.com/v1/tracks/7EJQtFlRZr3du4winFgP9Y,https://api.spotify.com/v1/audio-analysis/7EJQtFlRZr3du4winFgP9Y,261173,4,"Dua Lipa
",Electricity (with Dua Lipa)
0.568,0.525,1,-7.789,0,0.0594,0.0791,0.0,0.273,0.203,137.846,audio_features,3EYgr4w5S3OgFD666JtM1t,spotify:track:3EYgr4w5S3OgFD666JtM1t,https://api.spotify.com/v1/tracks/3EYgr4w5S3OgFD666JtM1t,https://api.spotify.com/v1/audio-analysis/3EYgr4w5S3OgFD666JtM1t,221427,4,"Dua Lipa
",Scared To Be Lonely
0.74,0.872,7,-3.482,1,0.12,0.0441,0.0,0.26,0.467,102.019,audio_features,1nZ75qR5XpKnbdck16pI7L,spotify:track:1nZ75qR5XpKnbdck16pI7L,https://api.spotify.com/v1/tracks/1nZ75qR5XpKnbdck16pI7L,https://api.spotify.com/v1/audio-analysis/1nZ75qR5XpKnbdck16pI7L,221400,4,"Dua Lipa
",No Lie
0.193,0.0218,0,-31.16,0,0.0389,0.955,0.88,0.117,0.213,125.501,audio_features,1kNdtonJXHorsVpWerK8C2,spotify:track:1kNdtonJXHorsVpWerK8C2,https://api.spotify.com/v1/tracks/1kNdtonJXHorsVpWerK8C2,https://api.spotify.com/v1/audio-analysis/1kNdtonJXHorsVpWerK8C2,36935,3,"Drake
",Intro
0.718,0.758,10,-8.29,1,0.0703,0.238,0.00653,0.11,0.349,118.989,audio_features,1vbn9fEyw1IYhqgZJdu9ZB,spotify:track:1vbn9fEyw1IYhqgZJdu9ZB,https://api.spotify.com/v1/tracks/1vbn9fEyw1IYhqgZJdu9ZB,https://api.spotify.com/v1/audio-analysis/1vbn9fEyw1IYhqgZJdu9ZB,266179,4,"Drake
",Falling Back
0.765,0.627,0,-4.607,1,0.0622,0.000916,0.195,0.0847,0.536,118.997,audio_features,4FIgHqXd4KkOwxrGeLDYM2,spotify:track:4FIgHqXd4KkOwxrGeLDYM2,https://api.spotify.com/v1/tracks/4FIgHqXd4KkOwxrGeLDYM2,https://api.spotify.com/v1/audio-analysis/4FIgHqXd4KkOwxrGeLDYM2,308820,4,"Drake
",Texts Go Green
0.883,0.283,0,-12.653,1,0.113,0.104,0.00167,0.0935,0.416,122.013,audio_features,1eCFz60zd7mAXgWLapPd9B,spotify:track:1eCFz60zd7mAXgWLapPd9B,https://api.spotify.com/v1/tracks/1eCFz60zd7mAXgWLapPd9B,https://api.spotify.com/v1/audio-analysis/1eCFz60zd7mAXgWLapPd9B,157390,4,"Drake
",Currents
0.6,0.482,1,-11.596,1,0.0701,0.512,0.000104,0.115,0.323,121.909,audio_features,0nAZGkBGKQCXyaoSJfRhC1,spotify:track:0nAZGkBGKQCXyaoSJfRhC1,https://api.spotify.com/v1/tracks/0nAZGkBGKQCXyaoSJfRhC1,https://api.spotify.com/v1/audio-analysis/0nAZGkBGKQCXyaoSJfRhC1,173097,4,"Drake
",A Keeper
0.826,0.276,11,-11.227,0,0.266,0.62,8.53e-05,0.118,0.484,123.985,audio_features,7sT7kZEYd1MrmzLLIRVZas,spotify:track:7sT7kZEYd1MrmzLLIRVZas,https://api.spotify.com/v1/tracks/7sT7kZEYd1MrmzLLIRVZas,https://api.spotify.com/v1/audio-analysis/7sT7kZEYd1MrmzLLIRVZas,129965,4,"Drake
",Calling My Name
0.853,0.495,6,-14.63,1,0.14,0.0917,0.000217,0.0844,0.0774,137.027,audio_features,4rmVZajAF7PkrCagGPHbqa,spotify:track:4rmVZajAF7PkrCagGPHbqa,https://api.spotify.com/v1/tracks/4rmVZajAF7PkrCagGPHbqa,https://api.spotify.com/v1/audio-analysis/4rmVZajAF7PkrCagGPHbqa,243228,4,"Drake
",Sticky
0.499,0.671,4,-6.774,0,0.0561,0.114,0.0169,0.148,0.0557,124.994,audio_features,28JBD8p18xNuOfyV7Cotdn,spotify:track:28JBD8p18xNuOfyV7Cotdn,https://api.spotify.com/v1/tracks/28JBD8p18xNuOfyV7Cotdn,https://api.spotify.com/v1/audio-analysis/28JBD8p18xNuOfyV7Cotdn,336924,3,"Drake
",Massive
0.593,0.41,3,-13.097,0,0.0531,0.886,0.0993,0.115,0.201,122.584,audio_features,6Yj7Zhxt73uvwFFvzQXdxO,spotify:track:6Yj7Zhxt73uvwFFvzQXdxO,https://api.spotify.com/v1/tracks/6Yj7Zhxt73uvwFFvzQXdxO,https://api.spotify.com/v1/audio-analysis/6Yj7Zhxt73uvwFFvzQXdxO,254407,4,"Drake
",Flight's Booked
0.502,0.645,2,-10.611,0,0.122,0.444,0.00964,0.107,0.518,109.739,audio_features,7hRlTK3mgFTBEjX7DjqBsI,spotify:track:7hRlTK3mgFTBEjX7DjqBsI,https://api.spotify.com/v1/tracks/7hRlTK3mgFTBEjX7DjqBsI,https://api.spotify.com/v1/audio-analysis/7hRlTK3mgFTBEjX7DjqBsI,202451,4,"Drake
",Overdrive
0.718,0.319,3,-11.261,1,0.0435,0.965,0.00036,0.0895,0.639,109.994,audio_features,3N3d4OWbPVxTQVBFqNyykk,spotify:track:3N3d4OWbPVxTQVBFqNyykk,https://api.spotify.com/v1/tracks/3N3d4OWbPVxTQVBFqNyykk,https://api.spotify.com/v1/audio-analysis/3N3d4OWbPVxTQVBFqNyykk,250865,4,"Drake
",Down Hill
0.775,0.688,4,-10.912,0,0.0593,0.0176,0.0917,0.108,0.284,120.017,audio_features,1XsRwo2it6QHdV2OiT6IzF,spotify:track:1XsRwo2it6QHdV2OiT6IzF,https://api.spotify.com/v1/tracks/1XsRwo2it6QHdV2OiT6IzF,https://api.spotify.com/v1/audio-analysis/1XsRwo2it6QHdV2OiT6IzF,336005,4,"Drake
",Tie That Binds
0.557,0.706,0,-6.592,1,0.0649,0.268,0.0,0.132,0.582,105.013,audio_features,2vy9Ry1TNjCD85TiCbTz0r,spotify:track:2vy9Ry1TNjCD85TiCbTz0r,https://api.spotify.com/v1/tracks/2vy9Ry1TNjCD85TiCbTz0r,https://api.spotify.com/v1/audio-analysis/2vy9Ry1TNjCD85TiCbTz0r,237933,4,"Drake
",Liability
0.529,0.673,0,-4.711,1,0.175,0.000307,2.41e-06,0.093,0.366,165.921,audio_features,3F5CgOj3wFlRv51JsHbxhe,spotify:track:3F5CgOj3wFlRv51JsHbxhe,https://api.spotify.com/v1/tracks/3F5CgOj3wFlRv51JsHbxhe,https://api.spotify.com/v1/audio-analysis/3F5CgOj3wFlRv51JsHbxhe,218365,4,"Drake
",Jimmy Cooks (feat. 21 Savage)
0.423,0.667,6,-7.012,0,0.326,0.758,0.0,0.246,0.496,86.743,audio_features,2HSmyk2qMN8WQjuGhaQgCk,spotify:track:2HSmyk2qMN8WQjuGhaQgCk,https://api.spotify.com/v1/tracks/2HSmyk2qMN8WQjuGhaQgCk,https://api.spotify.com/v1/audio-analysis/2HSmyk2qMN8WQjuGhaQgCk,336511,4,"Drake
",Champagne Poetry
0.701,0.741,2,-6.157,1,0.313,0.112,0.0,0.699,0.588,140.177,audio_features,6jy9yJfgCsMHdu2Oz4BGKX,spotify:track:6jy9yJfgCsMHdu2Oz4BGKX,https://api.spotify.com/v1/tracks/6jy9yJfgCsMHdu2Oz4BGKX,https://api.spotify.com/v1/audio-analysis/6jy9yJfgCsMHdu2Oz4BGKX,178623,4,"Drake
",Papi’s Home
0.767,0.438,7,-8.726,0,0.29,0.181,0.0,0.142,0.381,86.975,audio_features,37Nqx7iavZpotJSDXZWbJ3,spotify:track:37Nqx7iavZpotJSDXZWbJ3,https://api.spotify.com/v1/tracks/37Nqx7iavZpotJSDXZWbJ3,https://api.spotify.com/v1/audio-analysis/37Nqx7iavZpotJSDXZWbJ3,221980,4,"Drake
",Girls Want Girls (with Lil Baby)
0.686,0.385,7,-8.35,0,0.297,0.614,0.0,0.131,0.147,143.07,audio_features,61S79KIVA4I9FXbnsylEHT,spotify:track:61S79KIVA4I9FXbnsylEHT,https://api.spotify.com/v1/tracks/61S79KIVA4I9FXbnsylEHT,https://api.spotify.com/v1/audio-analysis/61S79KIVA4I9FXbnsylEHT,296568,4,"Drake
",In The Bible (with Lil Durk & Giveon)
0.73,0.576,2,-5.442,1,0.287,0.354,3.59e-05,0.15,0.155,92.131,audio_features,4VCbgIdr8ptegWeJpqLVHH,spotify:track:4VCbgIdr8ptegWeJpqLVHH,https://api.spotify.com/v1/tracks/4VCbgIdr8ptegWeJpqLVHH,https://api.spotify.com/v1/audio-analysis/4VCbgIdr8ptegWeJpqLVHH,228461,4,"Drake
",Love All (with JAY-Z)
0.666,0.465,1,-8.545,1,0.26,0.0503,0.0,0.215,0.292,167.937,audio_features,40iJIUlhi6renaREYGeIDS,spotify:track:40iJIUlhi6renaREYGeIDS,https://api.spotify.com/v1/tracks/40iJIUlhi6renaREYGeIDS,https://api.spotify.com/v1/audio-analysis/40iJIUlhi6renaREYGeIDS,291175,4,"Drake
",Fair Trade (with Travis Scott)
0.803,0.597,11,-6.035,0,0.141,0.000619,4.5e-06,0.323,0.331,136.008,audio_features,0k1WUmIRnG3xU6fvvDVfRG,spotify:track:0k1WUmIRnG3xU6fvvDVfRG,https://api.spotify.com/v1/tracks/0k1WUmIRnG3xU6fvvDVfRG,https://api.spotify.com/v1/audio-analysis/0k1WUmIRnG3xU6fvvDVfRG,257605,4,"Drake
",Way 2 Sexy (with Future & Young Thug)
0.568,0.56,9,-9.059,1,0.42,0.228,3.05e-06,0.39,0.246,130.019,audio_features,4s7QLoImIwmPi9L6dq1nVW,spotify:track:4s7QLoImIwmPi9L6dq1nVW,https://api.spotify.com/v1/tracks/4s7QLoImIwmPi9L6dq1nVW,https://api.spotify.com/v1/audio-analysis/4s7QLoImIwmPi9L6dq1nVW,308756,4,"Drake
",TSU
0.507,0.429,2,-7.726,1,0.326,0.0518,0.0,0.109,0.0744,91.0,audio_features,34D6FJysnQioVingDKufuf,spotify:track:34D6FJysnQioVingDKufuf,https://api.spotify.com/v1/tracks/34D6FJysnQioVingDKufuf,https://api.spotify.com/v1/audio-analysis/34D6FJysnQioVingDKufuf,273578,3,"Drake
",N 2 Deep
0.518,0.69,9,-6.15,1,0.107,0.128,0.0,0.176,0.59,77.837,audio_features,11pEKMLmavDu8fxOB5QjbQ,spotify:track:11pEKMLmavDu8fxOB5QjbQ,https://api.spotify.com/v1/tracks/11pEKMLmavDu8fxOB5QjbQ,https://api.spotify.com/v1/audio-analysis/11pEKMLmavDu8fxOB5QjbQ,205721,4,"Drake
",Pipe Down
0.476,0.161,8,-11.665,0,0.0407,0.967,0.0381,0.109,0.0908,119.614,audio_features,1PDP7mLiAMwhfmgIwzhOm2,spotify:track:1PDP7mLiAMwhfmgIwzhOm2,https://api.spotify.com/v1/tracks/1PDP7mLiAMwhfmgIwzhOm2,https://api.spotify.com/v1/audio-analysis/1PDP7mLiAMwhfmgIwzhOm2,133763,4,"Drake
",Yebba’s Heartbreak
0.84,0.744,1,-4.751,1,0.113,0.0181,0.0,0.629,0.171,83.737,audio_features,2tUL6dZf1mywCj5WvCPZw6,spotify:track:2tUL6dZf1mywCj5WvCPZw6,https://api.spotify.com/v1/tracks/2tUL6dZf1mywCj5WvCPZw6,https://api.spotify.com/v1/audio-analysis/2tUL6dZf1mywCj5WvCPZw6,204347,4,"Drake
",No Friends In The Industry
0.849,0.424,5,-9.579,0,0.324,0.0635,0.0,0.0834,0.153,145.887,audio_features,2BcMwX1MPV6ZHP4tUT9uq6,spotify:track:2BcMwX1MPV6ZHP4tUT9uq6,https://api.spotify.com/v1/tracks/2BcMwX1MPV6ZHP4tUT9uq6,https://api.spotify.com/v1/audio-analysis/2BcMwX1MPV6ZHP4tUT9uq6,242966,4,"Drake
",Knife Talk (with 21 Savage ft. Project Pat)
0.724,0.531,5,-4.108,0,0.298,0.225,0.0,0.11,0.141,89.901,audio_features,42m3eP1JJhtzffal9B136J,spotify:track:42m3eP1JJhtzffal9B136J,https://api.spotify.com/v1/tracks/42m3eP1JJhtzffal9B136J,https://api.spotify.com/v1/audio-analysis/42m3eP1JJhtzffal9B136J,239635,4,"Drake
",7am On Bridle Path
0.488,0.635,10,-7.19,1,0.26,0.179,8.16e-06,0.156,0.783,174.072,audio_features,2Q3jFbyE61mCjS3SkW4toJ,spotify:track:2Q3jFbyE61mCjS3SkW4toJ,https://api.spotify.com/v1/tracks/2Q3jFbyE61mCjS3SkW4toJ,https://api.spotify.com/v1/audio-analysis/2Q3jFbyE61mCjS3SkW4toJ,269884,4,"Drake
",Race My Mind
0.843,0.485,10,-8.735,0,0.195,0.181,0.0675,0.107,0.689,100.053,audio_features,08XWh5c0BMyD1nKVxxl91z,spotify:track:08XWh5c0BMyD1nKVxxl91z,https://api.spotify.com/v1/tracks/08XWh5c0BMyD1nKVxxl91z,https://api.spotify.com/v1/audio-analysis/08XWh5c0BMyD1nKVxxl91z,192418,4,"Drake
",Fountains (with Tems)
0.32,0.466,8,-6.77,1,0.0374,0.00645,0.0,0.133,0.338,177.693,audio_features,5ScbulRnixQ2XAdvrPMFjz,spotify:track:5ScbulRnixQ2XAdvrPMFjz,https://api.spotify.com/v1/tracks/5ScbulRnixQ2XAdvrPMFjz,https://api.spotify.com/v1/audio-analysis/5ScbulRnixQ2XAdvrPMFjz,229304,3,"Drake
",Get Along Better
0.519,0.851,7,-6.001,1,0.29,0.118,0.0,0.178,0.711,123.823,audio_features,50ceCGZ3oD3U5caQV5bP6f,spotify:track:50ceCGZ3oD3U5caQV5bP6f,https://api.spotify.com/v1/tracks/50ceCGZ3oD3U5caQV5bP6f,https://api.spotify.com/v1/audio-analysis/50ceCGZ3oD3U5caQV5bP6f,213104,5,"Drake
",You Only Live Twice (with Lil Wayne & Rick Ross)
0.59,0.493,7,-8.704,0,0.0367,0.402,0.00504,0.129,0.0498,150.026,audio_features,7F9cT6hIRhnFCYP6GKS0tf,spotify:track:7F9cT6hIRhnFCYP6GKS0tf,https://api.spotify.com/v1/tracks/7F9cT6hIRhnFCYP6GKS0tf,https://api.spotify.com/v1/audio-analysis/7F9cT6hIRhnFCYP6GKS0tf,252379,4,"Drake
",IMY2 (with Kid Cudi)
0.783,0.416,4,-9.84,0,0.135,0.213,0.0,0.103,0.165,87.073,audio_features,3RkNXZvOSMMElmmXztDc94,spotify:track:3RkNXZvOSMMElmmXztDc94,https://api.spotify.com/v1/tracks/3RkNXZvOSMMElmmXztDc94,https://api.spotify.com/v1/audio-analysis/3RkNXZvOSMMElmmXztDc94,245131,4,"Drake
",F*****g Fans
0.473,0.53,0,-8.506,1,0.249,0.812,6.92e-06,0.227,0.637,74.732,audio_features,1cCXT1cErAY6tmIqHbodrt,spotify:track:1cCXT1cErAY6tmIqHbodrt,https://api.spotify.com/v1/tracks/1cCXT1cErAY6tmIqHbodrt,https://api.spotify.com/v1/audio-analysis/1cCXT1cErAY6tmIqHbodrt,351220,3,"Drake
",The Remorse
0.473,0.824,7,-3.68,0,0.163,0.482,0.0,0.605,0.374,77.888,audio_features,3IvMYBE7A3c7to1aEcfFJk,spotify:track:3IvMYBE7A3c7to1aEcfFJk,https://api.spotify.com/v1/tracks/3IvMYBE7A3c7to1aEcfFJk,https://api.spotify.com/v1/audio-analysis/3IvMYBE7A3c7to1aEcfFJk,222929,4,"Drake
",Deep Pockets
0.41,0.82,1,-6.808,1,0.533,0.252,0.0,0.538,0.526,170.718,audio_features,5TCBWmEBrin7etRa4Lswr1,spotify:track:5TCBWmEBrin7etRa4Lswr1,https://api.spotify.com/v1/tracks/5TCBWmEBrin7etRa4Lswr1,https://api.spotify.com/v1/audio-analysis/5TCBWmEBrin7etRa4Lswr1,223124,4,"Drake
",When To Say When
0.735,0.449,10,-7.507,1,0.347,0.629,0.0,0.113,0.0397,122.947,audio_features,4wVOKKEHUJxHCFFNUWDn0B,spotify:track:4wVOKKEHUJxHCFFNUWDn0B,https://api.spotify.com/v1/tracks/4wVOKKEHUJxHCFFNUWDn0B,https://api.spotify.com/v1/audio-analysis/4wVOKKEHUJxHCFFNUWDn0B,220488,4,"Drake
",Chicago Freestyle (feat. Giveon)
0.458,0.452,9,-9.299,0,0.047,0.342,1.94e-05,0.0703,0.316,86.318,audio_features,3Q4gttWQ6hxqWOa3tHoTNi,spotify:track:3Q4gttWQ6hxqWOa3tHoTNi,https://api.spotify.com/v1/tracks/3Q4gttWQ6hxqWOa3tHoTNi,https://api.spotify.com/v1/audio-analysis/3Q4gttWQ6hxqWOa3tHoTNi,269680,4,"Drake
",Not You Too (feat. Chris Brown)
0.83,0.49,1,-8.82,0,0.209,0.289,3.04e-06,0.113,0.845,81.604,audio_features,466cKvZn1j45IpxDdYZqdA,spotify:track:466cKvZn1j45IpxDdYZqdA,https://api.spotify.com/v1/tracks/466cKvZn1j45IpxDdYZqdA,https://api.spotify.com/v1/audio-analysis/466cKvZn1j45IpxDdYZqdA,247059,4,"Drake
",Toosie Slide
0.812,0.506,5,-7.706,0,0.116,0.281,0.0,0.325,0.554,145.074,audio_features,7eYAHC0RbBF9eaqWzT34Aq,spotify:track:7eYAHC0RbBF9eaqWzT34Aq,https://api.spotify.com/v1/tracks/7eYAHC0RbBF9eaqWzT34Aq,https://api.spotify.com/v1/audio-analysis/7eYAHC0RbBF9eaqWzT34Aq,237946,4,"Drake
",Desires (with Future)
0.864,0.477,10,-5.786,1,0.224,0.201,0.0,0.182,0.5,86.46,audio_features,5H4mXWKcicuLKDn4Jy0sK7,spotify:track:5H4mXWKcicuLKDn4Jy0sK7,https://api.spotify.com/v1/tracks/5H4mXWKcicuLKDn4Jy0sK7,https://api.spotify.com/v1/audio-analysis/5H4mXWKcicuLKDn4Jy0sK7,192932,4,"Drake
",Time Flies
0.881,0.636,7,-4.629,1,0.287,0.00606,0.0,0.111,0.715,163.949,audio_features,3KixNgUEaDtrKJVzdqjU5q,spotify:track:3KixNgUEaDtrKJVzdqjU5q,https://api.spotify.com/v1/tracks/3KixNgUEaDtrKJVzdqjU5q,https://api.spotify.com/v1/audio-analysis/3KixNgUEaDtrKJVzdqjU5q,152195,4,"Drake
",Landed
0.718,0.706,1,-5.709,1,0.06,0.0128,0.0,0.352,0.815,170.004,audio_features,5fHrHoJKfCgBd35zwIBmUK,spotify:track:5fHrHoJKfCgBd35zwIBmUK,https://api.spotify.com/v1/tracks/5fHrHoJKfCgBd35zwIBmUK,https://api.spotify.com/v1/audio-analysis/5fHrHoJKfCgBd35zwIBmUK,189176,4,"Drake
",D4L
0.825,0.373,5,-5.532,0,0.108,0.163,0.0,0.368,0.12,77.271,audio_features,6Kj17Afjo1OKJYpf5VzCeo,spotify:track:6Kj17Afjo1OKJYpf5VzCeo,https://api.spotify.com/v1/tracks/6Kj17Afjo1OKJYpf5VzCeo,https://api.spotify.com/v1/audio-analysis/6Kj17Afjo1OKJYpf5VzCeo,149078,4,"Drake
",Pain 1993 (with Playboi Carti)
0.551,0.57,1,-7.385,0,0.351,0.28,0.0,0.424,0.505,85.687,audio_features,6fLVTVaHWaEfVKfEgbkf4D,spotify:track:6fLVTVaHWaEfVKfEgbkf4D,https://api.spotify.com/v1/tracks/6fLVTVaHWaEfVKfEgbkf4D,https://api.spotify.com/v1/audio-analysis/6fLVTVaHWaEfVKfEgbkf4D,271184,4,"Drake
",Losses
0.787,0.477,6,-7.837,0,0.199,0.768,0.0,0.104,0.476,80.506,audio_features,0YkUwXxnTkeJBvt5upeEtP,spotify:track:0YkUwXxnTkeJBvt5upeEtP,https://api.spotify.com/v1/tracks/0YkUwXxnTkeJBvt5upeEtP,https://api.spotify.com/v1/audio-analysis/0YkUwXxnTkeJBvt5upeEtP,234783,4,"Drake
",From Florida With Love
0.543,0.766,0,-3.387,0,0.343,0.423,0.0,0.155,0.729,106.869,audio_features,05aZ9sAU1YXndHv0FMi9iW,spotify:track:05aZ9sAU1YXndHv0FMi9iW,https://api.spotify.com/v1/tracks/05aZ9sAU1YXndHv0FMi9iW,https://api.spotify.com/v1/audio-analysis/05aZ9sAU1YXndHv0FMi9iW,204805,3,"Drake
",Demons (feat. Fivio Foreign & Sosa Geek)
0.749,0.792,10,-4.151,0,0.0826,0.292,0.0,0.109,0.239,144.064,audio_features,1I55Ea0zVoSKs6MqW7DQ3i,spotify:track:1I55Ea0zVoSKs6MqW7DQ3i,https://api.spotify.com/v1/tracks/1I55Ea0zVoSKs6MqW7DQ3i,https://api.spotify.com/v1/audio-analysis/1I55Ea0zVoSKs6MqW7DQ3i,180000,4,"Drake
",War
0.423,0.587,6,-6.635,1,0.529,0.765,0.0,0.114,0.33,180.331,audio_features,1qyFlfPREPbRcS2BNszdYI,spotify:track:1qyFlfPREPbRcS2BNszdYI,https://api.spotify.com/v1/tracks/1qyFlfPREPbRcS2BNszdYI,https://api.spotify.com/v1/audio-analysis/1qyFlfPREPbRcS2BNszdYI,253803,4,"Drake
",Dreams Money Can Buy
0.631,0.788,4,-7.142,0,0.102,0.371,0.000317,0.108,0.544,157.769,audio_features,0Tacxc5lDJ8LwiO1pWNSl8,spotify:track:0Tacxc5lDJ8LwiO1pWNSl8,https://api.spotify.com/v1/tracks/0Tacxc5lDJ8LwiO1pWNSl8,https://api.spotify.com/v1/audio-analysis/0Tacxc5lDJ8LwiO1pWNSl8,240957,4,"Drake
",The Motion
0.789,0.404,1,-8.364,1,0.23,0.205,0.0,0.219,0.472,122.062,audio_features,4n4BflhWjCHIxrI4v7Xt9s,spotify:track:4n4BflhWjCHIxrI4v7Xt9s,https://api.spotify.com/v1/tracks/4n4BflhWjCHIxrI4v7Xt9s,https://api.spotify.com/v1/audio-analysis/4n4BflhWjCHIxrI4v7Xt9s,235566,4,"Drake
",How Bout Now
0.421,0.539,11,-5.456,0,0.274,0.779,0.0,0.111,0.523,89.177,audio_features,4Wjhj0WjkyECccfHVIgaTq,spotify:track:4Wjhj0WjkyECccfHVIgaTq,https://api.spotify.com/v1/tracks/4Wjhj0WjkyECccfHVIgaTq,https://api.spotify.com/v1/audio-analysis/4Wjhj0WjkyECccfHVIgaTq,281519,3,"Drake
",Trust Issues
0.733,0.361,1,-11.129,1,0.135,0.348,0.000285,0.0942,0.0361,94.902,audio_features,4czcw3NVLY0of5hTD7OufN,spotify:track:4czcw3NVLY0of5hTD7OufN,https://api.spotify.com/v1/tracks/4czcw3NVLY0of5hTD7OufN,https://api.spotify.com/v1/audio-analysis/4czcw3NVLY0of5hTD7OufN,353698,4,"Drake
",Days in The East
0.673,0.81,8,-3.793,1,0.36,0.0322,0.0,0.133,0.564,166.084,audio_features,3W3FVHEDetkiRkkGKDmdir,spotify:track:3W3FVHEDetkiRkkGKDmdir,https://api.spotify.com/v1/tracks/3W3FVHEDetkiRkkGKDmdir,https://api.spotify.com/v1/audio-analysis/3W3FVHEDetkiRkkGKDmdir,266325,4,"Drake
",Draft Day
0.743,0.66,4,-4.802,0,0.418,0.115,0.0,0.101,0.549,192.031,audio_features,6C9SwoZ5OrxcvkntgA5t8s,spotify:track:6C9SwoZ5OrxcvkntgA5t8s,https://api.spotify.com/v1/tracks/6C9SwoZ5OrxcvkntgA5t8s,https://api.spotify.com/v1/audio-analysis/6C9SwoZ5OrxcvkntgA5t8s,240218,4,"Drake
",4pm in Calabasas
