danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,Artist,Song
0.744,0.763,9,-4.801,1,0.102,0.0439,0.0,0.0441,0.959,172.058,audio_features,7jYk5qjwAZCE2znOYeT9fn,spotify:track:7jYk5qjwAZCE2znOYeT9fn,https://api.spotify.com/v1/tracks/7jYk5qjwAZCE2znOYeT9fn,https://api.spotify.com/v1/audio-analysis/7jYk5qjwAZCE2znOYeT9fn,193013,4,"J Balvin
",Acércate
0.921,0.432,1,-7.146,1,0.0696,0.0422,1.78e-05,0.136,0.908,123.976,audio_features,3DU7ZMQk1jXjeEp1HMBTUE,spotify:track:3DU7ZMQk1jXjeEp1HMBTUE,https://api.spotify.com/v1/tracks/3DU7ZMQk1jXjeEp1HMBTUE,https://api.spotify.com/v1/audio-analysis/3DU7ZMQk1jXjeEp1HMBTUE,220053,4,"J Balvin
",Snapchat
0.79,0.847,4,-5.323,0,0.0923,0.124,0.00266,0.334,0.654,100.984,audio_features,6sGV0YNN1lS64Vvvg4ug8M,spotify:track:6sGV0YNN1lS64Vvvg4ug8M,https://api.spotify.com/v1/tracks/6sGV0YNN1lS64Vvvg4ug8M,https://api.spotify.com/v1/audio-analysis/6sGV0YNN1lS64Vvvg4ug8M,196240,4,"J Balvin
",Hola
0.75,0.815,5,-6.381,0,0.0831,0.229,0.00119,0.0838,0.866,102.214,audio_features,2kGDoUuXGtcHdnziRLUsGp,spotify:track:2kGDoUuXGtcHdnziRLUsGp,https://api.spotify.com/v1/tracks/2kGDoUuXGtcHdnziRLUsGp,https://api.spotify.com/v1/audio-analysis/2kGDoUuXGtcHdnziRLUsGp,171093,4,"J Balvin
",Ginza
0.794,0.815,1,-4.49,1,0.0626,0.0842,0.00623,0.099,0.708,99.981,audio_features,1jm1lbs2m9BBJk7oTQGGG4,spotify:track:1jm1lbs2m9BBJk7oTQGGG4,https://api.spotify.com/v1/tracks/1jm1lbs2m9BBJk7oTQGGG4,https://api.spotify.com/v1/audio-analysis/1jm1lbs2m9BBJk7oTQGGG4,207720,4,"J Balvin
",Solitario
0.699,0.617,1,-3.413,1,0.2,0.453,0.000471,0.11,0.672,148.92,audio_features,3acNTH3z5HrMgQn6Zvfdkw,spotify:track:3acNTH3z5HrMgQn6Zvfdkw,https://api.spotify.com/v1/tracks/3acNTH3z5HrMgQn6Zvfdkw,https://api.spotify.com/v1/audio-analysis/3acNTH3z5HrMgQn6Zvfdkw,247160,4,"J Balvin
",35 Pa Las 12
0.69,0.829,7,-3.485,0,0.115,0.169,1.37e-06,0.0749,0.617,93.943,audio_features,3CS3qQRDcpnSvYvbotSEiZ,spotify:track:3CS3qQRDcpnSvYvbotSEiZ,https://api.spotify.com/v1/tracks/3CS3qQRDcpnSvYvbotSEiZ,https://api.spotify.com/v1/audio-analysis/3CS3qQRDcpnSvYvbotSEiZ,191187,4,"J Balvin
",Fiesta
0.82,0.833,10,-5.541,0,0.066,0.0561,0.00419,0.0749,0.842,101.97,audio_features,5xpVvOlrjPMqsXIDeNkSux,spotify:track:5xpVvOlrjPMqsXIDeNkSux,https://api.spotify.com/v1/tracks/5xpVvOlrjPMqsXIDeNkSux,https://api.spotify.com/v1/audio-analysis/5xpVvOlrjPMqsXIDeNkSux,170360,4,"J Balvin
",Ginza - Anitta Remix
0.694,0.749,4,-5.728,0,0.319,0.0794,0.0,0.326,0.748,175.991,audio_features,2tm6ZO4t9MoDVvnZyY1hDt,spotify:track:2tm6ZO4t9MoDVvnZyY1hDt,https://api.spotify.com/v1/tracks/2tm6ZO4t9MoDVvnZyY1hDt,https://api.spotify.com/v1/audio-analysis/2tm6ZO4t9MoDVvnZyY1hDt,201427,4,"J Balvin
",Tranquila
0.718,0.711,8,-5.746,0,0.11,0.157,5.54e-05,0.1,0.92,173.916,audio_features,6Ges5C2IE738iJh4HyQizQ,spotify:track:6Ges5C2IE738iJh4HyQizQ,https://api.spotify.com/v1/tracks/6Ges5C2IE738iJh4HyQizQ,https://api.spotify.com/v1/audio-analysis/6Ges5C2IE738iJh4HyQizQ,226413,4,"J Balvin
",Ay Vamos
0.8,0.548,8,-8.107,0,0.0394,0.0402,2.48e-05,0.0609,0.396,112.04,audio_features,1yYyJGt4CUwX8yd2YSZpMM,spotify:track:1yYyJGt4CUwX8yd2YSZpMM,https://api.spotify.com/v1/tracks/1yYyJGt4CUwX8yd2YSZpMM,https://api.spotify.com/v1/audio-analysis/1yYyJGt4CUwX8yd2YSZpMM,226960,4,"J Balvin
",Sola
0.821,0.779,11,-5.082,0,0.0428,0.447,5.62e-06,0.0976,0.691,88.99,audio_features,3QyY06D8ZDG6ElFTDsmbc9,spotify:track:3QyY06D8ZDG6ElFTDsmbc9,https://api.spotify.com/v1/tracks/3QyY06D8ZDG6ElFTDsmbc9,https://api.spotify.com/v1/audio-analysis/3QyY06D8ZDG6ElFTDsmbc9,190827,4,"J Balvin
",Déjate Llevar
0.615,0.936,7,-4.13,0,0.0431,0.0107,0.00339,0.159,0.777,127.98,audio_features,5UFouFL8iNmXwP93TnRqSI,spotify:track:5UFouFL8iNmXwP93TnRqSI,https://api.spotify.com/v1/tracks/5UFouFL8iNmXwP93TnRqSI,https://api.spotify.com/v1/audio-analysis/5UFouFL8iNmXwP93TnRqSI,221507,4,"J Balvin
",Mil Fantasías
0.75,0.735,5,-5.057,0,0.103,0.157,0.0,0.271,0.704,175.992,audio_features,1uY1HhgyMmEbshkCwuO29v,spotify:track:1uY1HhgyMmEbshkCwuO29v,https://api.spotify.com/v1/tracks/1uY1HhgyMmEbshkCwuO29v,https://api.spotify.com/v1/audio-analysis/1uY1HhgyMmEbshkCwuO29v,243227,4,"J Balvin
",6:00 AM
0.669,0.794,9,-4.91,0,0.0467,0.0755,0.243,0.12,0.574,128.008,audio_features,2eZ2kXortVU9YrlVgeT36t,spotify:track:2eZ2kXortVU9YrlVgeT36t,https://api.spotify.com/v1/tracks/2eZ2kXortVU9YrlVgeT36t,https://api.spotify.com/v1/audio-analysis/2eZ2kXortVU9YrlVgeT36t,293680,4,"J Balvin
",Lose Control
0.833,0.848,11,-4.671,1,0.0738,0.225,7.96e-05,0.365,0.961,130.021,audio_features,6pvyRFlNMy7V2l3byS6or0,spotify:track:6pvyRFlNMy7V2l3byS6or0,https://api.spotify.com/v1/tracks/6pvyRFlNMy7V2l3byS6or0,https://api.spotify.com/v1/audio-analysis/6pvyRFlNMy7V2l3byS6or0,227040,4,"J Balvin
",Eras Así
0.497,0.479,7,-8.431,1,0.0798,0.816,0.0,0.147,0.657,179.308,audio_features,3heRf52tSORY3m9XbJ85sb,spotify:track:3heRf52tSORY3m9XbJ85sb,https://api.spotify.com/v1/tracks/3heRf52tSORY3m9XbJ85sb,https://api.spotify.com/v1/audio-analysis/3heRf52tSORY3m9XbJ85sb,148547,4,"J Balvin
",What A Creation
0.772,0.747,1,-5.817,0,0.0596,0.113,2.31e-06,0.0511,0.671,92.023,audio_features,1UtmVtzVz2D5Y1S8yDTlFJ,spotify:track:1UtmVtzVz2D5Y1S8yDTlFJ,https://api.spotify.com/v1/tracks/1UtmVtzVz2D5Y1S8yDTlFJ,https://api.spotify.com/v1/audio-analysis/1UtmVtzVz2D5Y1S8yDTlFJ,223107,4,"J Balvin
",Desnúdate
0.753,0.769,8,-5.409,0,0.0844,0.305,0.000607,0.13,0.931,165.91,audio_features,6Xv7WWFUUjArVGWmOwwjr7,spotify:track:6Xv7WWFUUjArVGWmOwwjr7,https://api.spotify.com/v1/tracks/6Xv7WWFUUjArVGWmOwwjr7,https://api.spotify.com/v1/audio-analysis/6Xv7WWFUUjArVGWmOwwjr7,215853,4,"J Balvin
",Imaginándote
0.68,0.726,7,-6.207,0,0.139,0.229,0.0,0.145,0.623,184.011,audio_features,61bN6ZGHtEBO8awDr8qsLt,spotify:track:61bN6ZGHtEBO8awDr8qsLt,https://api.spotify.com/v1/tracks/61bN6ZGHtEBO8awDr8qsLt,https://api.spotify.com/v1/audio-analysis/61bN6ZGHtEBO8awDr8qsLt,215267,4,"J Balvin
",Bajo La Luna
0.603,0.982,9,-4.071,1,0.0853,0.0391,0.00858,0.926,0.635,130.009,audio_features,7ndV3P4rwNoDSAPVdwsink,spotify:track:7ndV3P4rwNoDSAPVdwsink,https://api.spotify.com/v1/tracks/7ndV3P4rwNoDSAPVdwsink,https://api.spotify.com/v1/audio-analysis/7ndV3P4rwNoDSAPVdwsink,210280,4,"J Balvin
",Live In Stereo
0.729,0.75,7,-4.372,1,0.0955,0.192,2.39e-06,0.185,0.788,175.987,audio_features,5bsGyKpr49POedLYhMKv8a,spotify:track:5bsGyKpr49POedLYhMKv8a,https://api.spotify.com/v1/tracks/5bsGyKpr49POedLYhMKv8a,https://api.spotify.com/v1/audio-analysis/5bsGyKpr49POedLYhMKv8a,174680,4,"J Balvin
",Porque Tu
0.823,0.614,3,-5.809,0,0.0662,0.0856,0.0,0.258,0.957,87.969,audio_features,2RWWSQatBwaoWiGQBDeOdA,spotify:track:2RWWSQatBwaoWiGQBDeOdA,https://api.spotify.com/v1/tracks/2RWWSQatBwaoWiGQBDeOdA,https://api.spotify.com/v1/audio-analysis/2RWWSQatBwaoWiGQBDeOdA,220853,4,"J Balvin
",Yo Te Lo Dije
0.728,0.776,10,-5.135,0,0.252,0.0785,0.0,0.693,0.924,171.876,audio_features,4tqvlUwZsfKMkMjBzubg0F,spotify:track:4tqvlUwZsfKMkMjBzubg0F,https://api.spotify.com/v1/tracks/4tqvlUwZsfKMkMjBzubg0F,https://api.spotify.com/v1/audio-analysis/4tqvlUwZsfKMkMjBzubg0F,187187,4,"J Balvin
",Mami
0.739,0.834,9,-4.764,1,0.278,0.188,3.43e-06,0.0736,0.804,169.739,audio_features,2jMXzoFjj3bdxL0phZHEM7,spotify:track:2jMXzoFjj3bdxL0phZHEM7,https://api.spotify.com/v1/tracks/2jMXzoFjj3bdxL0phZHEM7,https://api.spotify.com/v1/audio-analysis/2jMXzoFjj3bdxL0phZHEM7,189467,4,"J Balvin
",Tú Tienes Algo
0.634,0.958,5,-3.171,0,0.0378,0.0632,6.49e-06,0.263,0.746,107.988,audio_features,5x7PhPQG1dK1qHg2mU3mV1,spotify:track:5x7PhPQG1dK1qHg2mU3mV1,https://api.spotify.com/v1/tracks/5x7PhPQG1dK1qHg2mU3mV1,https://api.spotify.com/v1/audio-analysis/5x7PhPQG1dK1qHg2mU3mV1,230107,4,"J Balvin
",6 AM - Atellagali Remix
0.801,0.814,5,-6.407,0,0.0925,0.378,0.0,0.22,0.965,110.042,audio_features,2jjMjcfpusQCnz2Y6deFq8,spotify:track:2jjMjcfpusQCnz2Y6deFq8,https://api.spotify.com/v1/tracks/2jjMjcfpusQCnz2Y6deFq8,https://api.spotify.com/v1/audio-analysis/2jjMjcfpusQCnz2Y6deFq8,187587,4,"J Balvin
",6 AM - Merengue Remix
0.819,0.661,8,-4.39,0,0.224,0.0325,0.0971,0.0962,0.791,119.979,audio_features,6H3r4XF3S6GtmDYFhetqog,spotify:track:6H3r4XF3S6GtmDYFhetqog,https://api.spotify.com/v1/tracks/6H3r4XF3S6GtmDYFhetqog,https://api.spotify.com/v1/audio-analysis/6H3r4XF3S6GtmDYFhetqog,160027,4,"J Balvin
",La Venganza - Vein Remix
0.64,0.829,5,-5.479,0,0.0951,0.0814,0.0,0.275,0.866,184.102,audio_features,6Etd8i0SOCJyNgz3fDnY8V,spotify:track:6Etd8i0SOCJyNgz3fDnY8V,https://api.spotify.com/v1/tracks/6Etd8i0SOCJyNgz3fDnY8V,https://api.spotify.com/v1/audio-analysis/6Etd8i0SOCJyNgz3fDnY8V,219661,4,"J Balvin
",Seguiré Subiendo
0.768,0.703,7,-11.106,0,0.129,0.313,0.0,0.12,0.786,93.99,audio_features,5pUCe0d9dGYqcbKIciDR4S,spotify:track:5pUCe0d9dGYqcbKIciDR4S,https://api.spotify.com/v1/tracks/5pUCe0d9dGYqcbKIciDR4S,https://api.spotify.com/v1/audio-analysis/5pUCe0d9dGYqcbKIciDR4S,194040,4,"J Balvin
",En Lo Oscuro
0.775,0.914,7,-4.738,1,0.159,0.193,0.0,0.427,0.817,98.031,audio_features,3yoO9jbPHRxAsoUuyx4gG3,spotify:track:3yoO9jbPHRxAsoUuyx4gG3,https://api.spotify.com/v1/tracks/3yoO9jbPHRxAsoUuyx4gG3,https://api.spotify.com/v1/audio-analysis/3yoO9jbPHRxAsoUuyx4gG3,189027,4,"J Balvin
",Sin Compromiso
0.739,0.856,0,-4.961,1,0.0516,0.374,0.0,0.399,0.951,94.997,audio_features,1GOIAycOrAxruZeqSfRvfT,spotify:track:1GOIAycOrAxruZeqSfRvfT,https://api.spotify.com/v1/tracks/1GOIAycOrAxruZeqSfRvfT,https://api.spotify.com/v1/audio-analysis/1GOIAycOrAxruZeqSfRvfT,203848,4,"J Balvin
",Como Yo
0.737,0.918,9,-5.843,0,0.098,0.246,0.0,0.29,0.804,110.038,audio_features,2J2zdC7KAUrt0VkUNlBcCN,spotify:track:2J2zdC7KAUrt0VkUNlBcCN,https://api.spotify.com/v1/tracks/2J2zdC7KAUrt0VkUNlBcCN,https://api.spotify.com/v1/audio-analysis/2J2zdC7KAUrt0VkUNlBcCN,179107,4,"J Balvin
",Me Gustas Tu
0.671,0.943,0,-2.516,0,0.0877,0.192,1.9e-06,0.108,0.625,95.009,audio_features,0k9udXKJTLICV2EPKdMukD,spotify:track:0k9udXKJTLICV2EPKdMukD,https://api.spotify.com/v1/tracks/0k9udXKJTLICV2EPKdMukD,https://api.spotify.com/v1/audio-analysis/0k9udXKJTLICV2EPKdMukD,196733,4,"J Balvin
",Mi Corazón
0.804,0.855,5,-3.492,1,0.139,0.0627,0.0,0.208,0.726,94.007,audio_features,7rKme5mKIHtI1U6xUNWBPu,spotify:track:7rKme5mKIHtI1U6xUNWBPu,https://api.spotify.com/v1/tracks/7rKme5mKIHtI1U6xUNWBPu,https://api.spotify.com/v1/audio-analysis/7rKme5mKIHtI1U6xUNWBPu,199727,4,"J Balvin
",Como Un Animal
0.768,0.778,9,-8.451,0,0.0863,0.0376,1.98e-05,0.0569,0.735,105.033,audio_features,4NxlkHIhj5CRIHxcT6xdHf,spotify:track:4NxlkHIhj5CRIHxcT6xdHf,https://api.spotify.com/v1/tracks/4NxlkHIhj5CRIHxcT6xdHf,https://api.spotify.com/v1/audio-analysis/4NxlkHIhj5CRIHxcT6xdHf,218053,4,"J Balvin
",Invisible
0.717,0.82,2,-5.83,1,0.0609,0.0631,0.0,0.065,0.57,96.033,audio_features,0Qv8m32kSMeRU2QcVAVAJK,spotify:track:0Qv8m32kSMeRU2QcVAVAJK,https://api.spotify.com/v1/tracks/0Qv8m32kSMeRU2QcVAVAJK,https://api.spotify.com/v1/audio-analysis/0Qv8m32kSMeRU2QcVAVAJK,196053,4,"J Balvin
",Un Sueño
0.674,0.875,9,-5.751,0,0.039,0.3,0.000173,0.312,0.855,96.982,audio_features,43UjXhD9MyvanzChlZsd2V,spotify:track:43UjXhD9MyvanzChlZsd2V,https://api.spotify.com/v1/tracks/43UjXhD9MyvanzChlZsd2V,https://api.spotify.com/v1/audio-analysis/43UjXhD9MyvanzChlZsd2V,213173,4,"J Balvin
",Abrázame
0.491,0.694,0,-10.875,1,0.155,0.156,0.0,0.207,0.672,95.015,audio_features,1GTISrKxfEQHnRXeB5wRhN,spotify:track:1GTISrKxfEQHnRXeB5wRhN,https://api.spotify.com/v1/tracks/1GTISrKxfEQHnRXeB5wRhN,https://api.spotify.com/v1/audio-analysis/1GTISrKxfEQHnRXeB5wRhN,1736853,4,"J Balvin
",Mixtape Volume 1
0.728,0.783,11,-4.424,0,0.266,0.237,0.0,0.434,0.555,77.011,audio_features,3CIyK1V4JEJkg02E4EJnDl,spotify:track:3CIyK1V4JEJkg02E4EJnDl,https://api.spotify.com/v1/tracks/3CIyK1V4JEJkg02E4EJnDl,https://api.spotify.com/v1/audio-analysis/3CIyK1V4JEJkg02E4EJnDl,173381,4,"Imagine Dragons
",Enemy (with JID) - from the series Arcane League of Legends
0.525,0.427,4,-7.282,1,0.032,0.0828,0.0,0.144,0.305,129.982,audio_features,0E0kxko3i9b5JxxMoGH3At,spotify:track:0E0kxko3i9b5JxxMoGH3At,https://api.spotify.com/v1/tracks/0E0kxko3i9b5JxxMoGH3At,https://api.spotify.com/v1/audio-analysis/0E0kxko3i9b5JxxMoGH3At,224512,4,"Imagine Dragons
",My Life
0.714,0.73,0,-5.564,1,0.0438,0.0256,0.0,0.177,0.873,97.983,audio_features,1VMBapbhHidf6ALFszT7w1,spotify:track:1VMBapbhHidf6ALFszT7w1,https://api.spotify.com/v1/tracks/1VMBapbhHidf6ALFszT7w1,https://api.spotify.com/v1/audio-analysis/1VMBapbhHidf6ALFszT7w1,159851,4,"Imagine Dragons
",Lonely
0.625,0.562,0,-5.828,0,0.0289,0.149,1.67e-05,0.109,0.229,93.998,audio_features,6TEftSkmWdTm1EpThnwqh6,spotify:track:6TEftSkmWdTm1EpThnwqh6,https://api.spotify.com/v1/tracks/6TEftSkmWdTm1EpThnwqh6,https://api.spotify.com/v1/audio-analysis/6TEftSkmWdTm1EpThnwqh6,244005,4,"Imagine Dragons
",Wrecked
0.803,0.649,6,-5.842,1,0.219,0.127,6.49e-05,0.0894,0.797,90.006,audio_features,747LeNCUC3bF2h43E73rFh,spotify:track:747LeNCUC3bF2h43E73rFh,https://api.spotify.com/v1/tracks/747LeNCUC3bF2h43E73rFh,https://api.spotify.com/v1/audio-analysis/747LeNCUC3bF2h43E73rFh,187896,4,"Imagine Dragons
",Monday
0.692,0.695,1,-4.448,1,0.109,0.0897,0.0,0.155,0.634,92.98,audio_features,0eO2zq5fjPt41BreFmiIKw,spotify:track:0eO2zq5fjPt41BreFmiIKw,https://api.spotify.com/v1/tracks/0eO2zq5fjPt41BreFmiIKw,https://api.spotify.com/v1/audio-analysis/0eO2zq5fjPt41BreFmiIKw,205041,4,"Imagine Dragons
",#1
0.673,0.459,3,-7.274,0,0.0515,0.294,0.0,0.0942,0.477,139.817,audio_features,5qRt4howTYyg3XzSNySKO8,spotify:track:5qRt4howTYyg3XzSNySKO8,https://api.spotify.com/v1/tracks/5qRt4howTYyg3XzSNySKO8,https://api.spotify.com/v1/audio-analysis/5qRt4howTYyg3XzSNySKO8,179872,4,"Imagine Dragons
",Easy Come Easy Go
0.487,0.603,11,-7.96,0,0.0666,0.029,0.0,0.243,0.44,62.385,audio_features,5HmxrDC6RrpkCDtMYQqkqx,spotify:track:5HmxrDC6RrpkCDtMYQqkqx,https://api.spotify.com/v1/tracks/5HmxrDC6RrpkCDtMYQqkqx,https://api.spotify.com/v1/audio-analysis/5HmxrDC6RrpkCDtMYQqkqx,210402,4,"Imagine Dragons
",Giants
0.502,0.322,0,-7.59,1,0.039,0.0146,0.0,0.0597,0.168,185.655,audio_features,0p5UWw5wVyzPOgCIx5T0tn,spotify:track:0p5UWw5wVyzPOgCIx5T0tn,https://api.spotify.com/v1/tracks/0p5UWw5wVyzPOgCIx5T0tn,https://api.spotify.com/v1/audio-analysis/0p5UWw5wVyzPOgCIx5T0tn,202498,4,"Imagine Dragons
",It's Ok
0.51,0.616,6,-6.997,1,0.0473,0.00255,6.38e-06,0.0523,0.32,110.346,audio_features,3vThV17aiX6dGokusu6j8N,spotify:track:3vThV17aiX6dGokusu6j8N,https://api.spotify.com/v1/tracks/3vThV17aiX6dGokusu6j8N,https://api.spotify.com/v1/audio-analysis/3vThV17aiX6dGokusu6j8N,213482,4,"Imagine Dragons
",Dull Knives
0.544,0.732,9,-5.984,1,0.0524,0.00197,5.06e-05,0.486,0.45,124.875,audio_features,0LtkAAEpEp1lkLX1ZvjHZb,spotify:track:0LtkAAEpEp1lkLX1ZvjHZb,https://api.spotify.com/v1/tracks/0LtkAAEpEp1lkLX1ZvjHZb,https://api.spotify.com/v1/audio-analysis/0LtkAAEpEp1lkLX1ZvjHZb,175644,4,"Imagine Dragons
",Follow You
0.668,0.626,7,-5.278,1,0.315,0.0833,0.0116,0.0782,0.679,165.926,audio_features,5KXp9E22MHunsS4W4PNBUf,spotify:track:5KXp9E22MHunsS4W4PNBUf,https://api.spotify.com/v1/tracks/5KXp9E22MHunsS4W4PNBUf,https://api.spotify.com/v1/audio-analysis/5KXp9E22MHunsS4W4PNBUf,169741,4,"Imagine Dragons
",Cutthroat
0.584,0.742,0,-5.201,1,0.0373,0.00248,1.78e-05,0.0813,0.585,75.986,audio_features,2wXfd4Vz6pzJrrPvGhpYz0,spotify:track:2wXfd4Vz6pzJrrPvGhpYz0,https://api.spotify.com/v1/tracks/2wXfd4Vz6pzJrrPvGhpYz0,https://api.spotify.com/v1/audio-analysis/2wXfd4Vz6pzJrrPvGhpYz0,207870,4,"Imagine Dragons
",No Time For Toxic People
0.68,0.414,4,-7.955,0,0.0377,0.668,0.0,0.343,0.639,89.945,audio_features,0xBlufYjHrtf8xk0QifNn1,spotify:track:0xBlufYjHrtf8xk0QifNn1,https://api.spotify.com/v1/tracks/0xBlufYjHrtf8xk0QifNn1,https://api.spotify.com/v1/audio-analysis/0xBlufYjHrtf8xk0QifNn1,151337,4,"Imagine Dragons
",One Day
0.772,0.75,5,-3.67,0,0.0455,0.0201,0.0,0.074,0.587,114.061,audio_features,54ipXppHLA8U4yqpOFTUhr,spotify:track:54ipXppHLA8U4yqpOFTUhr,https://api.spotify.com/v1/tracks/54ipXppHLA8U4yqpOFTUhr,https://api.spotify.com/v1/audio-analysis/54ipXppHLA8U4yqpOFTUhr,165265,4,"Imagine Dragons
",Bones
0.662,0.64,7,-5.223,1,0.0742,0.0227,0.0,0.142,0.921,90.002,audio_features,2ThaHV10xrAcL2WfqXyLnp,spotify:track:2ThaHV10xrAcL2WfqXyLnp,https://api.spotify.com/v1/tracks/2ThaHV10xrAcL2WfqXyLnp,https://api.spotify.com/v1/audio-analysis/2ThaHV10xrAcL2WfqXyLnp,175833,4,"Imagine Dragons
",Symphony
0.927,0.642,10,-4.466,0,0.0657,0.00791,3.62e-05,0.279,0.901,123.969,audio_features,7sA2SKTo1QbTSSYn5YvJC4,spotify:track:7sA2SKTo1QbTSSYn5YvJC4,https://api.spotify.com/v1/tracks/7sA2SKTo1QbTSSYn5YvJC4,https://api.spotify.com/v1/audio-analysis/7sA2SKTo1QbTSSYn5YvJC4,190883,4,"Imagine Dragons
",Sharks
0.574,0.71,11,-4.84,0,0.0361,0.177,0.0,0.0867,0.6,172.88,audio_features,3soSAbnGLuJeARGmegvMFJ,spotify:track:3soSAbnGLuJeARGmegvMFJ,https://api.spotify.com/v1/tracks/3soSAbnGLuJeARGmegvMFJ,https://api.spotify.com/v1/audio-analysis/3soSAbnGLuJeARGmegvMFJ,185496,4,"Imagine Dragons
",I Don't Like Myself
0.684,0.785,2,-3.219,1,0.0422,0.00416,3.4e-06,0.0574,0.639,129.988,audio_features,5i6V88QD3nt9at4915JISY,spotify:track:5i6V88QD3nt9at4915JISY,https://api.spotify.com/v1/tracks/5i6V88QD3nt9at4915JISY,https://api.spotify.com/v1/audio-analysis/5i6V88QD3nt9at4915JISY,175663,4,"Imagine Dragons
",Blur
0.694,0.657,5,-6.278,0,0.0994,0.0411,0.0,0.146,0.61,122.208,audio_features,66N0XT7yr2VuFxrMc8piUy,spotify:track:66N0XT7yr2VuFxrMc8piUy,https://api.spotify.com/v1/tracks/66N0XT7yr2VuFxrMc8piUy,https://api.spotify.com/v1/audio-analysis/66N0XT7yr2VuFxrMc8piUy,161843,4,"Imagine Dragons
",Higher Ground
0.624,0.734,7,-4.876,0,0.0338,0.0245,0.0,0.113,0.219,116.949,audio_features,6rBsmp96jxTRpFqQEfxAdY,spotify:track:6rBsmp96jxTRpFqQEfxAdY,https://api.spotify.com/v1/tracks/6rBsmp96jxTRpFqQEfxAdY,https://api.spotify.com/v1/audio-analysis/6rBsmp96jxTRpFqQEfxAdY,188942,4,"Imagine Dragons
",Crushed
0.391,0.65,5,-4.974,0,0.038,0.0345,0.0,0.0739,0.296,171.859,audio_features,6Y2Iom5hrfZyhBRGqcrJdc,spotify:track:6Y2Iom5hrfZyhBRGqcrJdc,https://api.spotify.com/v1/tracks/6Y2Iom5hrfZyhBRGqcrJdc,https://api.spotify.com/v1/audio-analysis/6Y2Iom5hrfZyhBRGqcrJdc,158270,4,"Imagine Dragons
",Take It Easy
0.468,0.618,9,-6.353,1,0.0835,0.0741,0.0,0.493,0.261,120.123,audio_features,0YbFEoJi7Esa7lhIrEpBjl,spotify:track:0YbFEoJi7Esa7lhIrEpBjl,https://api.spotify.com/v1/tracks/0YbFEoJi7Esa7lhIrEpBjl,https://api.spotify.com/v1/audio-analysis/0YbFEoJi7Esa7lhIrEpBjl,225431,4,"Imagine Dragons
",Waves
0.678,0.576,2,-4.767,1,0.0335,0.108,0.0,0.0401,0.364,106.041,audio_features,0z2bufPrU83RRPRaboj3B7,spotify:track:0z2bufPrU83RRPRaboj3B7,https://api.spotify.com/v1/tracks/0z2bufPrU83RRPRaboj3B7,https://api.spotify.com/v1/audio-analysis/0z2bufPrU83RRPRaboj3B7,185219,4,"Imagine Dragons
",I'm Happy
0.392,0.355,0,-8.316,1,0.0322,0.781,0.0,0.108,0.208,118.451,audio_features,1qaWM3wK6aZZALpAPVdZ6D,spotify:track:1qaWM3wK6aZZALpAPVdZ6D,https://api.spotify.com/v1/tracks/1qaWM3wK6aZZALpAPVdZ6D,https://api.spotify.com/v1/audio-analysis/1qaWM3wK6aZZALpAPVdZ6D,203876,4,"Imagine Dragons
",Ferris Wheel
0.61,0.626,0,-4.784,1,0.0333,0.0103,1.37e-05,0.0875,0.606,73.536,audio_features,3bwvtkLyVe7YWrKRlViloR,spotify:track:3bwvtkLyVe7YWrKRlViloR,https://api.spotify.com/v1/tracks/3bwvtkLyVe7YWrKRlViloR,https://api.spotify.com/v1/audio-analysis/3bwvtkLyVe7YWrKRlViloR,173929,4,"Imagine Dragons
",Peace Of Mind
0.67,0.671,11,-6.488,0,0.0363,0.0557,0.00844,0.11,0.363,98.965,audio_features,3IkEM7cjZ8FZtmVFq1q03c,spotify:track:3IkEM7cjZ8FZtmVFq1q03c,https://api.spotify.com/v1/tracks/3IkEM7cjZ8FZtmVFq1q03c,https://api.spotify.com/v1/audio-analysis/3IkEM7cjZ8FZtmVFq1q03c,155312,4,"Imagine Dragons
",Sirens
0.427,0.298,0,-8.344,1,0.0278,0.265,0.0,0.107,0.117,110.599,audio_features,35CZvVV7UzYgydaVpNW4Kp,spotify:track:35CZvVV7UzYgydaVpNW4Kp,https://api.spotify.com/v1/tracks/35CZvVV7UzYgydaVpNW4Kp,https://api.spotify.com/v1/audio-analysis/35CZvVV7UzYgydaVpNW4Kp,241806,4,"Imagine Dragons
",Tied
0.661,0.562,0,-8.114,1,0.0344,0.07,1.71e-06,0.132,0.512,111.03,audio_features,3BprrMTQ3IlFvHW8oFTTQ1,spotify:track:3BprrMTQ3IlFvHW8oFTTQ1,https://api.spotify.com/v1/tracks/3BprrMTQ3IlFvHW8oFTTQ1,https://api.spotify.com/v1/audio-analysis/3BprrMTQ3IlFvHW8oFTTQ1,191937,4,"Imagine Dragons
",Younger
0.224,0.291,7,-9.109,1,0.031,0.209,0.0,0.1,0.146,71.948,audio_features,1X9hG9ChkrwhViamDCZTy9,spotify:track:1X9hG9ChkrwhViamDCZTy9,https://api.spotify.com/v1/tracks/1X9hG9ChkrwhViamDCZTy9,https://api.spotify.com/v1/audio-analysis/1X9hG9ChkrwhViamDCZTy9,207300,3,"Imagine Dragons
",I Wish
